"farm_id","index1","block_id","Datatime","rad","temp","date"
229,92,92,2019-08-03 22:45:00,0,28.8,2019-08-03
229,93,93,2019-08-03 23:00:00,0,28.7,2019-08-03
229,94,94,2019-08-03 23:15:00,0,28.6,2019-08-03
229,95,95,2019-08-03 23:30:00,0,28.4,2019-08-03
229,96,96,2019-08-03 23:45:00,0,28.3,2019-08-03
229,1,1,2019-08-04 00:00:00,0,28.2,2019-08-04
229,2,2,2019-08-04 00:15:00,0,28.2,2019-08-04
229,3,3,2019-08-04 00:30:00,0,28.1,2019-08-04
229,4,4,2019-08-04 00:45:00,0,28.1,2019-08-04
229,5,5,2019-08-04 01:00:00,0,28.1,2019-08-04
229,6,6,2019-08-04 01:15:00,0,28.08,2019-08-04
229,7,7,2019-08-04 01:30:00,0,28.06,2019-08-04
229,8,8,2019-08-04 01:45:00,0,28.04,2019-08-04
229,9,9,2019-08-04 02:00:00,0,28.02,2019-08-04
229,10,10,2019-08-04 02:15:00,0,28,2019-08-04
229,11,11,2019-08-04 02:30:00,0,27.98,2019-08-04
229,12,12,2019-08-04 02:45:00,0,27.96,2019-08-04
229,13,13,2019-08-04 03:00:00,0,27.94,2019-08-04
229,14,14,2019-08-04 03:15:00,0,27.92,2019-08-04
229,15,15,2019-08-04 03:30:00,0,27.9,2019-08-04
229,16,16,2019-08-04 03:45:00,0,27.88,2019-08-04
229,17,17,2019-08-04 04:00:00,0,27.86,2019-08-04
229,18,18,2019-08-04 04:15:00,0,27.84,2019-08-04
229,19,19,2019-08-04 04:30:00,0,27.82,2019-08-04
229,20,20,2019-08-04 04:45:00,0,27.8,2019-08-04
229,21,21,2019-08-04 05:00:00,0,27.8,2019-08-04
229,22,22,2019-08-04 05:15:00,0,27.8,2019-08-04
229,23,23,2019-08-04 05:30:00,0,27.8,2019-08-04
229,24,24,2019-08-04 05:45:00,0,27.8,2019-08-04
229,25,25,2019-08-04 06:00:00,0,27.9,2019-08-04
229,26,26,2019-08-04 06:15:00,17,28,2019-08-04
229,27,27,2019-08-04 06:30:00,37,28.3,2019-08-04
229,28,28,2019-08-04 06:45:00,67,28.4,2019-08-04
229,29,29,2019-08-04 07:00:00,121,28.6,2019-08-04
229,30,30,2019-08-04 07:15:00,179,28.7,2019-08-04
229,31,31,2019-08-04 07:30:00,233,28.9,2019-08-04
229,32,32,2019-08-04 07:45:00,193,29,2019-08-04
229,33,33,2019-08-04 08:00:00,185,29.1,2019-08-04
229,34,34,2019-08-04 08:15:00,218,29.2,2019-08-04
229,35,35,2019-08-04 08:30:00,242,29.2,2019-08-04
229,36,36,2019-08-04 08:45:00,270,29.6,2019-08-04
229,37,37,2019-08-04 09:00:00,326,30,2019-08-04
229,38,38,2019-08-04 09:15:00,405,30.3,2019-08-04
229,39,39,2019-08-04 09:30:00,525,30.5,2019-08-04
229,40,40,2019-08-04 09:45:00,603,30.8,2019-08-04
229,41,41,2019-08-04 10:00:00,654,31.2,2019-08-04
229,42,42,2019-08-04 10:15:00,713,31.6,2019-08-04
229,43,43,2019-08-04 10:30:00,761,31.9,2019-08-04
229,44,44,2019-08-04 10:45:00,782,32.2,2019-08-04
229,45,45,2019-08-04 11:00:00,799,32.1,2019-08-04
229,46,46,2019-08-04 11:15:00,803,32.4,2019-08-04
229,47,47,2019-08-04 11:30:00,802,32.7,2019-08-04
229,48,48,2019-08-04 11:45:00,826,32.6,2019-08-04
229,49,49,2019-08-04 12:00:00,848,32.7,2019-08-04
229,50,50,2019-08-04 12:15:00,886,32.8,2019-08-04
229,51,51,2019-08-04 12:30:00,910,32.8,2019-08-04
229,52,52,2019-08-04 12:45:00,901,33,2019-08-04
229,53,53,2019-08-04 13:00:00,888,33.2,2019-08-04
229,54,54,2019-08-04 13:15:00,872,33.3,2019-08-04
229,55,55,2019-08-04 13:30:00,852,33.8,2019-08-04
229,56,56,2019-08-04 13:45:00,848,33.9,2019-08-04
229,57,57,2019-08-04 14:00:00,821,34,2019-08-04
229,58,58,2019-08-04 14:15:00,810,34.2,2019-08-04
229,59,59,2019-08-04 14:30:00,787,34.6,2019-08-04
229,60,60,2019-08-04 14:45:00,759,34.5,2019-08-04
229,61,61,2019-08-04 15:00:00,737,34.4,2019-08-04
229,62,62,2019-08-04 15:15:00,687,34.2,2019-08-04
229,63,63,2019-08-04 15:30:00,643,34.6,2019-08-04
229,64,64,2019-08-04 15:45:00,591,34.5,2019-08-04
229,65,65,2019-08-04 16:00:00,526,34.4,2019-08-04
229,66,66,2019-08-04 16:15:00,473,34.3,2019-08-04
229,67,67,2019-08-04 16:30:00,450,34.2,2019-08-04
229,68,68,2019-08-04 16:45:00,411,34.1,2019-08-04
229,69,69,2019-08-04 17:00:00,366,33.8,2019-08-04
229,70,70,2019-08-04 17:15:00,324,33.7,2019-08-04
229,71,71,2019-08-04 17:30:00,276,33.5,2019-08-04
229,72,72,2019-08-04 17:45:00,233,33.5,2019-08-04
229,73,73,2019-08-04 18:00:00,178,33.4,2019-08-04
229,74,74,2019-08-04 18:15:00,128,33.4,2019-08-04
229,75,75,2019-08-04 18:30:00,83,33.4,2019-08-04
229,76,76,2019-08-04 18:45:00,48,33.1,2019-08-04
229,77,77,2019-08-04 19:00:00,25,32.8,2019-08-04
229,78,78,2019-08-04 19:15:00,7,32.6,2019-08-04
229,79,79,2019-08-04 19:30:00,0,32.5,2019-08-04
229,80,80,2019-08-04 19:45:00,0,32.4,2019-08-04
229,81,81,2019-08-04 20:00:00,0,32.2,2019-08-04
229,82,82,2019-08-04 20:15:00,0,32.1,2019-08-04
229,83,83,2019-08-04 20:30:00,0,32,2019-08-04
229,84,84,2019-08-04 20:45:00,0,31.8,2019-08-04
229,85,85,2019-08-04 21:00:00,0,31.6,2019-08-04
229,86,86,2019-08-04 21:15:00,0,31.5,2019-08-04
229,87,87,2019-08-04 21:30:00,0,31.3,2019-08-04
229,88,88,2019-08-04 21:45:00,0,31.1,2019-08-04
229,89,89,2019-08-04 22:00:00,0,31,2019-08-04
229,90,90,2019-08-04 22:15:00,0,30.8,2019-08-04
229,91,91,2019-08-04 22:30:00,0,30.6,2019-08-04
229,92,92,2019-08-04 22:45:00,0,30.4,2019-08-04
229,93,93,2019-08-04 23:00:00,0,30.3,2019-08-04
229,94,94,2019-08-04 23:15:00,0,30.2,2019-08-04
229,95,95,2019-08-04 23:30:00,0,30,2019-08-04
229,96,96,2019-08-04 23:45:00,0,29.9,2019-08-04
229,1,1,2019-08-05 00:00:00,0,29.8,2019-08-05
229,2,2,2019-08-05 00:15:00,0,29.6,2019-08-05
229,3,3,2019-08-05 00:30:00,0,29.5,2019-08-05
229,4,4,2019-08-05 00:45:00,0,29.4,2019-08-05
229,5,5,2019-08-05 01:00:00,0,29.3,2019-08-05
229,6,6,2019-08-05 01:15:00,0,29.2733333333333,2019-08-05
229,7,7,2019-08-05 01:30:00,0,29.2466666666667,2019-08-05
229,8,8,2019-08-05 01:45:00,0,29.22,2019-08-05
229,9,9,2019-08-05 02:00:00,0,29.1933333333333,2019-08-05
229,10,10,2019-08-05 02:15:00,0,29.1666666666667,2019-08-05
229,11,11,2019-08-05 02:30:00,0,29.14,2019-08-05
229,12,12,2019-08-05 02:45:00,0,29.1133333333333,2019-08-05
229,13,13,2019-08-05 03:00:00,0,29.0866666666667,2019-08-05
229,14,14,2019-08-05 03:15:00,0,29.06,2019-08-05
229,15,15,2019-08-05 03:30:00,0,29.0333333333333,2019-08-05
229,16,16,2019-08-05 03:45:00,0,29.0066666666667,2019-08-05
229,17,17,2019-08-05 04:00:00,0,28.98,2019-08-05
229,18,18,2019-08-05 04:15:00,0,28.9533333333333,2019-08-05
229,19,19,2019-08-05 04:30:00,0,28.9266666666667,2019-08-05
229,20,20,2019-08-05 04:45:00,0,28.9,2019-08-05
229,21,21,2019-08-05 05:00:00,0,28.8,2019-08-05
229,22,22,2019-08-05 05:15:00,0,28.8,2019-08-05
229,23,23,2019-08-05 05:30:00,0,28.7,2019-08-05
229,24,24,2019-08-05 05:45:00,0,28.7,2019-08-05
229,25,25,2019-08-05 06:00:00,0,28.8,2019-08-05
229,26,26,2019-08-05 06:15:00,25,28.9,2019-08-05
229,27,27,2019-08-05 06:30:00,55,29.4,2019-08-05
229,28,28,2019-08-05 06:45:00,94,29.6,2019-08-05
229,29,29,2019-08-05 07:00:00,138,29.7,2019-08-05
229,30,30,2019-08-05 07:15:00,187,29.8,2019-08-05
229,31,31,2019-08-05 07:30:00,242,30.1,2019-08-05
229,32,32,2019-08-05 07:45:00,299,30.2,2019-08-05
229,33,33,2019-08-05 08:00:00,231,30.2,2019-08-05
229,34,34,2019-08-05 08:15:00,288,30.2,2019-08-05
229,35,35,2019-08-05 08:30:00,350,30.3,2019-08-05
229,36,36,2019-08-05 08:45:00,401,30.6,2019-08-05
229,37,37,2019-08-05 09:00:00,453,31,2019-08-05
229,38,38,2019-08-05 09:15:00,506,31.3,2019-08-05
229,39,39,2019-08-05 09:30:00,558,31.9,2019-08-05
229,40,40,2019-08-05 09:45:00,610,32.2,2019-08-05
229,41,41,2019-08-05 10:00:00,669,32.5,2019-08-05
229,42,42,2019-08-05 10:15:00,728,32.8,2019-08-05
229,43,43,2019-08-05 10:30:00,777,33.1,2019-08-05
229,44,44,2019-08-05 10:45:00,808,33.4,2019-08-05
